shipment_id,origin,destination,distance_km,cost
17913,China,India,3929,4002
17914,USA,India,5758,3978
17915,China,India,7652,2592
17916,Germany,China,589,581
17917,India,USA,6149,3167
17918,India,Germany,7619,1336
17919,China,USA,3149,3450
17920,USA,Germany,3815,4906
17921,USA,China,6323,4677
17922,USA,India,4413,2912
17923,USA,USA,459,4507
17924,Germany,India,2906,2775
17925,USA,India,5512,1106
17926,USA,China,3490,4547
17927,China,India,7053,1952
17928,USA,India,979,1830
17929,India,Germany,2184,494
17930,USA,USA,2089,881
17931,China,USA,1488,3437
17932,China,Germany,3562,2924
17933,China,China,5774,1846
17934,USA,USA,5669,4515
17935,USA,China,2906,3175
17936,China,USA,7374,1882
17937,China,India,9575,2092
17938,Germany,Germany,9712,2547
17939,India,China,8930,508
17940,India,India,7144,4840
17941,USA,Germany,1629,3767
17942,Germany,India,5214,1955
17943,USA,Germany,9774,504
17944,China,China,2246,4957
17945,Germany,Germany,8475,1771
17946,USA,China,8411,2801
17947,Germany,Germany,684,2783
17948,Germany,China,4630,3734
17949,India,USA,6437,3604
17950,USA,India,2344,4564
17951,Germany,USA,3952,826
17952,India,India,4948,1498
17953,China,Germany,6790,4840
17954,China,China,8994,4225
17955,Germany,Germany,60,2617
17956,USA,China,7893,2084
17957,China,India,3079,1637
17958,India,Germany,8301,579
17959,China,USA,4697,2749
17960,China,USA,7495,4707
17961,China,India,2860,3835
17962,USA,Germany,2202,4644
17963,China,China,622,2483
17964,India,India,2175,4214
17965,China,USA,1501,2276
17966,USA,USA,7903,874
17967,China,Germany,4601,2740
17968,Germany,Germany,885,3055
17969,Germany,China,3713,1465
17970,India,India,8692,4065
17971,Germany,India,930,420
17972,USA,China,5077,1943
17973,USA,India,8696,1430
17974,Germany,India,3245,1784
17975,China,USA,5888,2930
17976,China,India,8923,1467
17977,India,Germany,2067,4751
17978,China,India,8634,2136
17979,India,Germany,9318,1266
17980,China,USA,1706,1140
17981,USA,China,8137,1764
17982,India,Germany,9076,1515
17983,India,China,3221,1686
17984,China,Germany,974,3238
17985,China,China,5952,4790
17986,China,China,6888,297
17987,Germany,Germany,7197,4093
17988,India,China,6157,3796
17989,USA,India,8329,2615
17990,India,Germany,5222,3749
17991,India,USA,7270,3570
17992,USA,China,2445,3946
17993,China,India,1176,1411
17994,USA,China,1506,1143
17995,China,Germany,3909,1347
17996,USA,USA,9073,1332
17997,India,Germany,2919,2403
17998,USA,China,3808,674
17999,Germany,USA,6656,1536
18000,USA,India,4993,182
18001,China,Germany,6147,4526
18002,USA,India,3778,4176
18003,China,Germany,2481,2821
18004,India,USA,1430,171
18005,China,USA,8366,3124
18006,China,China,7360,3516
18007,China,China,2652,4100
18008,India,China,4432,3639
18009,China,USA,875,2849
18010,China,India,6880,1094
18011,India,India,5228,3542
18012,USA,Germany,8345,854
18013,India,China,6710,1979
18014,India,India,7770,1508
18015,India,USA,988,2703
18016,Germany,China,6550,2261
18017,Germany,India,5247,484
18018,India,USA,8207,3686
18019,India,USA,4270,1355
18020,Germany,Germany,6346,1897
18021,USA,India,4896,2718
18022,China,USA,3249,4258
18023,Germany,USA,3162,793
18024,China,India,7728,2037
18025,India,India,4299,1711
18026,India,USA,428,4509
18027,Germany,USA,5417,2860
18028,India,China,2411,1567
18029,China,Germany,4626,4471
18030,India,China,7751,3879
18031,USA,China,4027,1049
18032,USA,USA,5313,308
18033,USA,Germany,9912,2144
18034,USA,China,6691,1937
18035,USA,Germany,3671,4448
18036,USA,India,6603,4335
18037,China,Germany,204,2792
18038,USA,India,6429,1101
18039,Germany,USA,8717,4805
18040,USA,China,4824,1587
18041,USA,India,1048,2697
18042,India,China,6840,3560
18043,Germany,USA,6436,3037
18044,USA,India,768,1622
18045,China,USA,1961,4839
18046,USA,Germany,3073,4879
18047,China,Germany,9107,1782
18048,USA,India,4526,2955
18049,USA,India,7605,4304
18050,Germany,India,4476,3244
18051,India,India,6414,3722
18052,USA,India,8094,2618
18053,USA,USA,2843,3806
18054,India,Germany,8017,2405
18055,China,Germany,3476,1374
18056,USA,Germany,8800,3065
18057,China,India,1162,2774
18058,USA,Germany,7936,938
18059,Germany,Germany,4185,2282
18060,Germany,Germany,9501,541
18061,China,India,6979,4115
18062,India,China,3227,3542
18063,China,Germany,143,2618
18064,India,USA,1684,4443
18065,Germany,Germany,7970,1813
18066,India,USA,6495,2060
18067,Germany,USA,3808,379
18068,India,India,4505,3789
18069,USA,India,6835,3300
18070,Germany,USA,6720,4613
18071,China,China,2032,2717
18072,USA,China,8725,1285
18073,Germany,China,5717,394
18074,India,India,2288,184
18075,India,Germany,8968,3245
18076,China,USA,1343,160
18077,China,Germany,1236,2000
18078,India,India,9413,882
18079,China,China,3306,405
18080,Germany,China,3482,4271
18081,India,Germany,9507,1256
18082,China,Germany,6170,3374
18083,India,India,8332,3802
18084,China,India,6875,3135
18085,Germany,Germany,5751,2463
18086,USA,Germany,2734,2632
18087,USA,India,5746,4663
18088,Germany,China,8957,966
18089,China,India,1754,4099
18090,USA,India,5633,398
18091,USA,China,9974,4511
18092,USA,Germany,2075,4188
18093,China,China,6744,1119
18094,India,Germany,2618,1218
18095,USA,Germany,2400,4807
18096,China,USA,7061,2760
18097,USA,Germany,6893,1561
18098,China,India,2571,3013
18099,India,Germany,2354,4579
18100,USA,China,917,1652
18101,Germany,India,9057,654
18102,USA,USA,8558,123
18103,China,Germany,3198,3672
18104,India,China,248,3976
18105,India,India,2457,1204
18106,India,India,93,742
18107,China,USA,4628,4665
18108,USA,India,8356,1579
18109,USA,Germany,2562,2320
18110,USA,Germany,6456,4927
18111,Germany,USA,9880,1400
18112,Germany,China,9353,2879
18113,China,China,4223,3559
18114,China,USA,6671,4332
18115,USA,India,9993,2318
18116,China,Germany,8963,3136
18117,India,USA,4814,1119
18118,USA,Germany,2167,1607
18119,Germany,USA,1596,2183
18120,India,India,2528,690
18121,China,USA,3585,1933
18122,USA,India,407,1512
18123,China,India,7732,1244
18124,USA,USA,2505,1905
18125,Germany,China,2628,1138
18126,China,China,212,348
18127,Germany,India,5903,231
18128,India,China,3358,4282
18129,India,Germany,7961,4660
18130,India,Germany,8033,4322
18131,India,Germany,6208,1200
18132,USA,China,9724,4698
18133,Germany,China,8097,290
18134,Germany,China,3140,643
18135,USA,USA,3196,3109
18136,Germany,India,2515,3122
18137,India,India,9053,4739
18138,India,India,8724,1122
18139,Germany,India,2752,4947
18140,Germany,India,1031,1560
18141,Germany,India,5719,139
18142,USA,USA,4087,1333
18143,India,USA,7477,2625
18144,USA,India,1982,1862
18145,China,Germany,2078,2281
18146,USA,India,2147,1264
18147,USA,Germany,5106,1175
18148,USA,Germany,393,4048
18149,Germany,India,1323,972
18150,India,China,7170,4856
18151,USA,Germany,3043,2910
18152,Germany,India,5653,222
18153,China,Germany,2998,4981
18154,India,USA,8765,4616
18155,USA,Germany,1298,2975
18156,Germany,India,9571,2960
18157,USA,USA,5971,1167
18158,China,China,6645,4710
18159,China,China,2672,4179
18160,USA,China,1500,2189
18161,Germany,USA,8528,1590
18162,India,USA,5133,1058
18163,India,USA,6569,2483
18164,China,China,3925,4064
18165,USA,India,1458,3435
18166,Germany,India,4203,4020
18167,Germany,China,1851,678
18168,Germany,Germany,7953,4849
18169,Germany,China,6767,2317
18170,China,China,5240,4893
18171,India,Germany,8756,3886
18172,USA,Germany,7293,1799
18173,India,China,9634,577
18174,India,India,5984,3338
18175,Germany,USA,2385,1947
18176,India,Germany,8150,246
18177,USA,China,2728,2618
18178,USA,China,5987,2759
18179,Germany,USA,1505,4805
18180,China,India,5036,1545
18181,USA,China,9322,3084
18182,Germany,USA,4020,4832
18183,China,Germany,3457,4448
18184,USA,USA,3594,2923
18185,China,China,1384,4802
18186,USA,USA,7927,474
18187,Germany,India,2244,4667
18188,China,China,4083,2813
18189,China,Germany,9936,1414
18190,USA,India,5599,1733
18191,Germany,Germany,3512,908
18192,China,India,3966,212
18193,China,India,1050,4573
18194,USA,Germany,3001,4553
18195,USA,USA,6337,3760
18196,India,China,676,1257
18197,USA,USA,2232,4834
18198,China,USA,3884,707
18199,USA,Germany,8007,575
18200,China,Germany,4599,962
18201,India,USA,2457,4646
18202,USA,Germany,7054,2948
18203,Germany,Germany,599,1926
18204,China,USA,1387,903
18205,USA,China,3101,4531
18206,India,China,7001,3699
18207,China,Germany,2234,4192
18208,Germany,China,7119,3227
18209,USA,India,834,4161
18210,Germany,China,4593,1724
18211,India,China,4527,1891
18212,USA,India,339,2511
18213,Germany,China,7965,3444
18214,USA,China,8528,1547
18215,India,China,3718,2892
18216,USA,USA,5172,1625
18217,India,USA,3997,3208
18218,India,China,4822,4189
18219,India,USA,8733,1998
18220,India,India,6978,3576
18221,USA,USA,6815,4847
18222,USA,Germany,7810,4316
18223,USA,India,3137,1501
18224,India,Germany,8685,3508
18225,Germany,USA,4939,2843
18226,China,India,2490,4753
18227,India,India,6261,668
18228,Germany,India,74,2201
18229,Germany,USA,783,2079
18230,India,China,337,2872
18231,Germany,Germany,5751,3263
18232,India,China,1618,2064
18233,India,China,1946,3258
18234,USA,Germany,1316,1837
18235,China,China,2754,2677
18236,Germany,Germany,9368,2007
18237,China,India,740,1152
18238,USA,Germany,2534,3984
18239,China,USA,8288,4308
18240,USA,India,8483,2857
18241,China,Germany,7020,1014
18242,India,India,2645,4756
18243,India,India,6002,960
18244,Germany,USA,3688,1517
18245,India,China,1923,640
18246,USA,USA,7725,2275
18247,Germany,India,2736,3302
18248,USA,Germany,8637,1182
18249,China,India,6946,1903
18250,China,India,5663,2352
18251,India,India,3007,2122
18252,Germany,USA,1290,2613
18253,Germany,China,5977,4786
18254,India,USA,6389,2406
18255,Germany,India,219,2278
18256,Germany,Germany,2644,1319
18257,China,China,9998,2474
18258,China,China,2846,309
18259,USA,China,305,1793
18260,China,India,2069,405
18261,Germany,USA,2879,3251
18262,India,India,2201,3593
18263,USA,USA,1305,2390
18264,Germany,USA,7657,3431
18265,USA,Germany,3238,2474
18266,USA,Germany,5234,2353
18267,Germany,USA,5720,4439
18268,Germany,India,5098,769
18269,India,USA,9463,247
18270,Germany,Germany,1793,2146
18271,India,Germany,6081,4719
18272,Germany,China,449,4614
18273,China,Germany,6175,3028
18274,Germany,USA,9299,477
18275,India,India,8578,3684
18276,China,USA,7805,1891
18277,Germany,Germany,6491,104
18278,China,China,8192,2736
18279,Germany,USA,5183,4317
18280,USA,China,7243,3936
18281,Germany,China,6639,1972
18282,China,India,8573,4188
18283,USA,USA,7329,968
18284,India,China,8533,513
18285,USA,Germany,5369,4525
18286,China,China,1833,1122
18287,India,China,3945,1393
18288,USA,India,6603,3997
18289,China,China,1662,2251
18290,China,India,8616,1006
18291,Germany,USA,982,4342
18292,USA,India,4023,2820
18293,China,Germany,8519,1276
18294,China,China,4068,1134
18295,USA,Germany,6111,1801
18296,China,Germany,6185,139
18297,India,Germany,2568,860
18298,India,India,6999,2365
18299,India,USA,438,1243
18300,China,Germany,9942,4451
18301,Germany,Germany,775,2432
18302,USA,USA,3682,2518
18303,China,USA,6142,2043
18304,China,India,6692,727
18305,USA,USA,2903,2997
18306,USA,India,2810,4066
18307,USA,Germany,2627,1656
18308,Germany,China,2112,3623
18309,USA,China,70,3679
18310,China,USA,8604,1521
18311,USA,China,4328,3270
18312,USA,India,5203,1811
18313,India,USA,7262,4865
18314,Germany,China,6114,3757
18315,Germany,China,2575,1522
18316,China,India,6925,1049
18317,USA,USA,9610,1499
18318,India,India,2239,258
18319,Germany,Germany,9322,4368
18320,USA,China,2348,1727
18321,Germany,India,6822,3611
18322,China,India,3122,3623
18323,India,India,1937,350
18324,Germany,USA,6857,1179
18325,USA,India,2926,3727
18326,China,India,4466,1530
18327,Germany,China,2125,3510
18328,India,India,9040,2865
18329,India,USA,5172,3318
18330,Germany,USA,9748,2166
18331,Germany,USA,1549,2506
18332,India,Germany,5812,214
18333,Germany,Germany,3015,551
18334,Germany,India,4009,3846
18335,Germany,India,3773,4062
18336,China,India,4679,1618
18337,China,India,6425,634
18338,Germany,India,7931,157
18339,USA,China,5389,444
18340,Germany,China,4083,2463
18341,Germany,India,3992,915
18342,USA,USA,7711,2295
18343,China,China,2088,4749
18344,USA,India,1747,3668
18345,India,USA,668,4075
18346,India,Germany,4741,301
18347,India,India,8205,875
18348,Germany,USA,5624,3258
18349,Germany,India,3177,3107
18350,Germany,Germany,4993,3227
18351,China,India,9718,3338
18352,China,Germany,9894,3576
18353,China,Germany,6165,421
18354,Germany,USA,8550,1892
18355,India,Germany,8114,3703
18356,Germany,China,670,2686
18357,Germany,China,4073,3618
18358,Germany,India,7263,3612
18359,USA,Germany,3832,4561
18360,USA,Germany,6415,909
18361,Germany,Germany,5054,1368
18362,Germany,USA,641,1799
18363,China,Germany,6932,2648
18364,India,Germany,1324,3001
18365,Germany,Germany,2732,2888
18366,India,India,6155,4686
18367,India,India,9570,2024
18368,China,India,2718,3240
18369,Germany,China,4405,2456
18370,India,China,1273,510
18371,China,USA,6688,2182
18372,USA,India,3639,1597
18373,Germany,India,93,3803
18374,USA,China,3925,2391
18375,Germany,Germany,8850,4101
18376,Germany,Germany,3636,4228
18377,India,India,1140,4065
18378,Germany,USA,4697,4025
18379,India,China,6036,4130
18380,China,Germany,2902,3048
18381,China,Germany,8916,1020
18382,USA,China,491,2770
18383,Germany,China,4901,4964
18384,USA,USA,2194,2710
18385,China,USA,2183,3879
18386,China,India,2326,2033
18387,China,Germany,7878,881
18388,Germany,Germany,4903,1609
18389,Germany,India,2402,3034
18390,India,Germany,5317,187
18391,USA,India,778,4493
18392,India,Germany,3794,2174
18393,USA,Germany,2201,4728
18394,China,Germany,4779,4930
18395,USA,Germany,3158,2513
18396,Germany,USA,6898,2077
18397,USA,India,3413,2491
18398,USA,USA,8748,3764
18399,India,USA,6321,1768
18400,India,Germany,9510,625
18401,India,USA,4593,1780
18402,China,India,6656,1294
18403,Germany,China,1156,4564
18404,Germany,Germany,2280,4441
18405,Germany,China,6256,3105
18406,Germany,India,4884,2937
18407,Germany,China,8972,864
18408,USA,USA,5954,4484
18409,USA,China,3383,1652
18410,India,India,6324,1870
18411,USA,China,5372,1390
18412,USA,China,2173,1381
18413,USA,Germany,9560,4991
18414,USA,India,2359,446
18415,USA,China,6196,924
18416,India,USA,7872,3618
18417,Germany,USA,1665,4919
18418,Germany,USA,3580,2701
18419,China,Germany,5105,1242
18420,India,China,6548,4680
18421,Germany,USA,4774,4945
18422,Germany,China,8061,4918
18423,China,India,7550,4659
18424,USA,China,1642,2732
18425,USA,India,3953,918
18426,Germany,China,9855,3189
18427,India,India,404,4905
18428,USA,USA,8567,1238
18429,China,China,8970,1062
18430,China,USA,1590,771
18431,China,USA,9601,2832
18432,USA,Germany,5930,631
18433,USA,India,821,1369
18434,Germany,USA,4008,4278
18435,Germany,USA,9022,3666
18436,USA,USA,2167,804
18437,China,India,944,615
18438,Germany,China,2086,120
18439,Germany,Germany,4001,2273
18440,Germany,Germany,4886,3708
18441,USA,USA,3163,4686
18442,China,China,9455,3470
18443,India,India,1207,4311
18444,China,China,5499,1835
18445,India,Germany,9642,2613
18446,China,USA,6440,500
18447,Germany,USA,3022,4135
18448,USA,China,2797,1131
18449,China,USA,6898,3677
18450,China,USA,692,3212
18451,Germany,USA,5988,2550
18452,China,USA,6159,4943
18453,Germany,India,9306,2359
18454,China,USA,8551,4410
18455,Germany,USA,6395,2600
18456,USA,Germany,3132,506
18457,India,USA,9634,1347
18458,Germany,China,7612,3417
18459,USA,China,2417,2593
18460,USA,India,1278,689
18461,India,USA,1204,2045
18462,Germany,China,7345,2960
18463,Germany,India,3181,2051
18464,India,China,4178,584
18465,Germany,China,6502,2973
18466,India,China,5551,920
18467,China,China,8522,4160
18468,Germany,USA,188,1550
18469,Germany,USA,4180,574
18470,China,USA,8951,1879
18471,Germany,India,2364,2772
18472,India,India,3723,4832
18473,India,USA,995,4008
18474,China,USA,4408,3658
18475,USA,India,1535,2095
18476,China,Germany,3773,1637
18477,Germany,Germany,2633,4734
18478,China,Germany,9994,3625
18479,Germany,India,5195,3130
18480,Germany,USA,9001,4478
18481,India,USA,4799,2657
18482,USA,India,497,503
18483,USA,Germany,5633,2005
18484,Germany,Germany,6733,4779
18485,China,China,8993,1803
18486,Germany,China,2457,1862
18487,USA,Germany,8606,1540
18488,USA,India,2479,4966
18489,Germany,India,5750,490
18490,USA,China,176,1728
18491,USA,Germany,1879,3560
18492,China,USA,7942,1913
18493,Germany,India,2039,210
18494,Germany,China,3074,2482
18495,USA,USA,6688,3611
18496,USA,USA,8415,3220
18497,Germany,India,1820,2893
18498,China,Germany,4263,1140
18499,Germany,USA,9625,286
18500,China,China,2837,173
18501,China,Germany,358,1210
18502,China,China,6557,1963
18503,India,USA,2654,4844
18504,Germany,Germany,3954,2999
18505,China,China,9891,654
18506,India,China,2457,3516
18507,Germany,USA,831,2336
18508,Germany,China,793,3541
18509,Germany,Germany,7886,190
18510,India,Germany,7101,417
18511,India,China,2701,3624
18512,USA,India,3622,1012
18513,Germany,China,8147,4805
18514,India,India,8683,2833
18515,China,USA,7618,2029
18516,China,Germany,9666,4849
18517,USA,Germany,3226,715
18518,China,USA,8288,1179
18519,China,China,4521,2148
18520,Germany,Germany,7043,2708
18521,USA,India,7883,3719
18522,China,Germany,8321,4449
18523,India,China,1354,1217
18524,India,Germany,2257,1673
18525,Germany,USA,5152,4161
18526,USA,China,2737,4248
18527,China,Germany,3697,1654
18528,USA,USA,2194,1464
18529,USA,China,7660,4300
18530,China,USA,5348,4938
18531,USA,China,2378,4359
18532,China,India,3666,2025
18533,China,Germany,2465,2969
18534,Germany,USA,8811,3544
18535,China,India,5830,2064
18536,China,USA,4613,299
18537,China,USA,8158,752
18538,USA,China,2390,2529
18539,India,China,4494,2853
18540,Germany,India,161,775
18541,China,Germany,9155,4721
18542,India,Germany,6966,2300
18543,China,China,3647,2235
18544,Germany,India,8771,590
18545,China,Germany,6856,294
18546,China,Germany,2119,3387
18547,Germany,Germany,8834,1584
18548,Germany,China,6708,316
18549,USA,Germany,2200,2083
18550,India,China,9090,1156
18551,China,China,8351,783
18552,India,China,6636,1134
18553,Germany,USA,6660,1727
18554,India,India,1716,1918
18555,Germany,China,2277,4194
18556,USA,USA,6869,2206
18557,India,India,9785,3074
18558,USA,Germany,4053,3278
18559,Germany,India,5151,2847
18560,India,Germany,8790,1534
18561,Germany,USA,5172,4594
18562,Germany,USA,3058,2218
18563,USA,China,3782,963
18564,China,Germany,5044,801
18565,India,USA,1058,370
18566,India,India,4280,2238
18567,Germany,India,1164,2628
18568,Germany,China,2716,3320
18569,Germany,Germany,9624,833
18570,USA,India,8869,868
18571,Germany,India,8173,1833
18572,Germany,India,2537,1157
18573,Germany,Germany,8334,1060
18574,India,China,3559,3351
18575,India,Germany,4824,987
18576,India,India,1266,2908
18577,India,USA,1195,1130
18578,USA,China,5998,4692
18579,China,USA,4294,4851
18580,China,Germany,3041,1319
18581,USA,China,4470,1536
18582,Germany,USA,2327,460
18583,China,China,9305,701
18584,India,India,6637,1959
18585,India,China,6901,1525
18586,India,USA,6048,2740
18587,India,China,3137,1303
18588,Germany,India,919,3658
18589,USA,China,2243,1114
18590,India,Germany,1770,3094
18591,USA,India,8694,4410
18592,China,India,3644,526
18593,India,India,5764,1515
18594,China,USA,3624,2075
18595,Germany,Germany,7902,255
18596,India,India,7931,3738
18597,Germany,USA,5920,1252
18598,India,China,366,1639
18599,USA,Germany,2476,4948
18600,Germany,China,5013,971
18601,USA,India,6283,2920
18602,Germany,USA,853,2874
18603,India,USA,5540,4977
18604,USA,Germany,8290,4485
18605,USA,Germany,2790,1255
18606,India,India,5581,3006
18607,USA,China,6646,3040
18608,India,Germany,5622,123
18609,Germany,USA,6366,1716
18610,USA,Germany,6840,1896
18611,USA,China,1001,1658
18612,India,China,4274,3914
18613,Germany,India,6702,2895
18614,India,China,3812,2273
18615,USA,USA,2546,4003
18616,India,China,9697,4359
18617,USA,USA,3703,920
18618,USA,USA,4718,484
18619,Germany,India,4941,517
18620,Germany,Germany,8706,3957
18621,USA,Germany,5336,165
18622,India,Germany,1449,4397
18623,USA,India,4085,4837
18624,USA,USA,5516,4783
18625,China,India,1837,2125
18626,USA,USA,1301,2200
18627,China,China,4415,4469
18628,USA,USA,1434,4636
18629,Germany,India,5243,493
18630,USA,China,3140,4615
18631,India,China,952,4072
18632,USA,Germany,9440,4267
18633,Germany,USA,7323,2171
18634,India,USA,5637,1200
18635,India,India,6678,514
18636,USA,India,6976,3804
18637,China,Germany,7434,1437
18638,India,USA,8570,2173
18639,USA,India,4781,1193
18640,Germany,India,8488,2285
18641,China,India,2435,1421
18642,Germany,India,1653,4771
18643,China,China,9624,3622
18644,USA,India,5462,4130
18645,China,Germany,2577,988
18646,Germany,India,489,232
18647,USA,China,8428,1745
18648,India,India,7180,2747
18649,India,China,7632,4982
18650,China,China,7785,3275
18651,India,Germany,515,1728
18652,Germany,Germany,1200,3047
18653,India,USA,318,3508
18654,China,China,6281,2007
18655,China,USA,7848,414
18656,China,Germany,4363,4982
18657,India,China,7463,2084
18658,China,India,2009,2178
18659,USA,Germany,6133,3512
18660,USA,China,5506,3195
18661,India,China,7336,1669
18662,India,India,8110,1388
18663,USA,India,8830,984
18664,India,India,8118,2601
18665,Germany,Germany,1750,3399
18666,USA,USA,4956,4812
18667,India,USA,6123,3867
18668,USA,USA,9414,2093
18669,USA,USA,8843,1794
18670,China,India,6429,4830
18671,Germany,USA,5327,4023
18672,Germany,Germany,6614,503
18673,China,Germany,8798,4680
18674,Germany,China,3533,4299
18675,USA,USA,4090,4828
18676,USA,Germany,9350,1671
18677,India,USA,2965,1966
18678,Germany,China,6487,235
18679,Germany,China,8498,1301
18680,USA,India,1026,1143
18681,Germany,China,2171,1380
18682,Germany,India,4418,2978
18683,USA,USA,8135,1339
18684,India,USA,5354,1433
18685,Germany,USA,1892,2566
18686,China,China,1838,242
18687,China,China,8394,3161
18688,India,USA,8351,4794
18689,Germany,China,2970,3314
18690,China,Germany,2817,4039
18691,India,China,6470,3645
18692,India,China,1534,1169
18693,India,Germany,8796,3818
18694,USA,China,4434,1364
18695,USA,China,4114,4227
18696,USA,USA,1172,2946
18697,Germany,China,9415,4722
18698,USA,Germany,722,1581
18699,India,USA,5931,2920
18700,India,China,8786,3919
18701,USA,China,1747,4823
18702,Germany,Germany,4236,3442
18703,USA,India,9274,1618
18704,Germany,Germany,7743,438
18705,USA,Germany,1900,4274
18706,USA,Germany,3071,3849
18707,USA,USA,3082,134
18708,India,Germany,4462,1875
18709,India,China,713,2463
18710,India,China,8091,3783
18711,China,India,8788,146
18712,China,China,5650,4823
18713,Germany,India,2852,1086
18714,USA,Germany,8757,353
18715,China,India,8432,2607
18716,USA,China,6270,772
18717,USA,China,8188,2236
18718,China,Germany,5345,805
18719,USA,Germany,2159,1573
18720,China,India,155,3860
18721,China,China,3409,2966
18722,China,China,321,324
18723,Germany,USA,895,2600
18724,USA,India,917,458
18725,USA,USA,2340,631
18726,China,Germany,8787,2218
18727,Germany,China,6943,2259
18728,India,India,1170,4204
18729,China,USA,8155,1779
18730,USA,China,9959,3503
18731,China,USA,2358,1526
18732,China,Germany,4111,2716
18733,USA,Germany,5662,3240
18734,China,Germany,2923,658
18735,USA,India,7030,2128
18736,Germany,USA,2898,1160
18737,Germany,China,6689,407
18738,China,India,5779,4038
18739,China,China,9805,2842
18740,Germany,India,6538,2880
18741,Germany,USA,4972,3980
18742,Germany,Germany,2763,452
18743,USA,India,7742,3410
18744,Germany,China,8728,4173
18745,USA,China,2842,3536
18746,USA,Germany,476,4339
18747,USA,China,3540,2996
18748,India,Germany,7257,2336
18749,India,China,9627,2145
18750,USA,India,855,4596
18751,India,India,4221,2136
18752,India,USA,9017,1731
18753,India,USA,6784,3512
18754,Germany,India,5236,1416
18755,India,USA,8433,3844
18756,India,Germany,8735,3273
18757,India,USA,2394,1897
18758,China,China,8205,3942
18759,USA,China,3660,215
18760,India,USA,6674,3677
18761,India,China,5177,4766
18762,USA,USA,7875,2418
18763,Germany,Germany,1912,4879
18764,India,USA,5753,4287
18765,USA,Germany,3775,1880
18766,India,Germany,8949,1362
18767,Germany,China,9989,2709
18768,India,USA,2973,2987
18769,China,Germany,7794,1552
18770,China,China,7561,1770
18771,China,China,1512,2540
18772,Germany,Germany,6759,647
18773,India,Germany,9990,4898
18774,USA,Germany,5494,3620
18775,India,Germany,4384,2565
18776,Germany,China,1826,1318
18777,India,China,3235,4213
18778,USA,USA,4255,1352
18779,Germany,India,7076,2363
18780,Germany,India,9054,3448
18781,Germany,Germany,7326,1628
18782,USA,Germany,1229,3169
18783,Germany,India,4206,3286
18784,India,China,9022,3585
18785,USA,India,6002,1129
18786,USA,China,4109,4221
18787,China,China,1641,1322
18788,India,India,8597,376
18789,China,USA,4515,1483
18790,China,China,7859,3484
18791,USA,Germany,1110,810
18792,Germany,China,6062,2919
18793,Germany,India,685,3971
18794,USA,China,9477,1053
18795,Germany,India,6612,2910
18796,India,India,8507,4520
18797,China,China,1821,4293
18798,Germany,Germany,3531,4931
18799,China,USA,3522,3243
18800,China,China,1877,495
18801,Germany,Germany,2844,1059
18802,India,India,9509,1183
18803,India,Germany,8769,1224
18804,India,China,7143,1518
18805,China,USA,9390,3781
18806,China,India,8979,3332
18807,India,India,1417,950
18808,Germany,China,6464,3697
18809,China,USA,7536,4428
18810,USA,USA,4606,4548
18811,India,USA,9207,886
18812,Germany,India,7587,3204
18813,India,USA,5105,4785
18814,Germany,USA,8556,1241
18815,Germany,Germany,9187,4648
18816,Germany,China,6091,3889
18817,USA,Germany,3917,2577
18818,India,USA,7939,4135
18819,Germany,USA,2995,3704
18820,USA,Germany,8877,4597
18821,Germany,USA,2527,387
18822,China,USA,696,2418
18823,India,Germany,7407,3608
18824,China,USA,1337,827
18825,USA,USA,8735,1049
18826,USA,India,692,3059
18827,USA,Germany,6834,4849
18828,Germany,India,2717,4195
18829,India,Germany,9748,863
18830,USA,China,808,2616
18831,USA,USA,9243,704
18832,China,Germany,2190,781
18833,USA,Germany,3085,2065
18834,China,Germany,5583,1992
18835,China,Germany,8993,2679
18836,China,India,3236,4325
18837,USA,China,1992,3179
18838,India,India,366,2116
18839,India,India,7638,1555
18840,Germany,Germany,9802,4631
18841,India,India,6031,302
18842,India,Germany,2116,4044
18843,China,India,9752,2754
18844,USA,USA,2106,573
18845,India,China,5390,737
18846,China,USA,3745,4700
18847,Germany,USA,8110,4832
18848,Germany,India,7897,646
18849,USA,India,2285,1891
18850,China,USA,1750,407
18851,USA,USA,3710,4637
18852,India,China,6443,1032
18853,India,Germany,3335,4994
18854,China,Germany,6022,2894
18855,USA,Germany,6258,1840
18856,Germany,Germany,1810,4713
18857,India,USA,5131,2631
18858,Germany,Germany,7054,3290
18859,India,Germany,4131,364
18860,Germany,Germany,4239,3085
18861,Germany,USA,9569,1221
18862,Germany,USA,3214,4455
18863,USA,Germany,7691,1581
18864,Germany,China,4832,1320
18865,USA,Germany,5601,3791
18866,USA,USA,5222,681
18867,USA,China,8785,4395
18868,Germany,India,2331,2974
18869,China,India,497,223
18870,Germany,India,2193,326
18871,USA,India,5330,1158
18872,China,India,6682,3750
18873,USA,USA,907,109
18874,Germany,China,9752,3200
18875,Germany,China,3586,945
18876,China,USA,922,1633
18877,China,China,8991,3728
18878,India,China,9505,697
18879,Germany,China,2845,4339
18880,USA,India,8011,4570
18881,China,USA,3415,3148
18882,India,India,8104,3231
18883,Germany,China,122,362
18884,USA,China,2661,2221
18885,China,India,3530,2846
18886,Germany,India,4257,2800
18887,India,China,8723,934
18888,USA,India,481,1850
18889,USA,China,5397,2600
18890,India,USA,7229,1369
18891,China,India,3003,999
